Queen,02/08/2019 ,Bohemian Rhapsody [Original Motion Picture Soundtrack] [LP] - VINYL,29.99,In Stock
Fleetwood Mac,06/24/2014 ,Greatest Hits [Warner Bros.] [LP] - VINYL,18.99,In Stock
Led Zeppelin,10/27/2014 ,Led Zeppelin IV [LP] - VINYL,23.99,In Stock
Elton John,11/10/2017 ,Diamonds [LP] - VINYL,33.99,In Stock
The Beatles,11/13/2012 ,Abbey Road [LP] - VINYL,20.99,In Stock
Journey,11/01/2011 ,Journey's Greatest Hits [Bonus LP Version] [LP] - VINYL,33.99,In Stock
The Doors,09/15/2009 ,Doors [180 Gram Vinyl] [LP] - VINYL,23.99,In Stock
Original Television Soundtrack,12/15/2017 ,Stranger Things [Music from the Netflix Original Series] [LP] - VINYL,22.99,In Stock
Elvis Presley,03/04/2016 ,Essential Elvis Presley [RCA/Sony BMG] [Two-LP] [LP] - VINYL,26.99,In Stock
Jimi Hendrix,07/29/2014 ,Are You Experienced? [LP] - VINYL,12.99,In Stock
The Rolling Stones,04/19/2019 ,Honk [LP] - VINYL,34.99,In Stock
King Crimson,11/22/2010 ,In the Court of the Crimson King [LP] - VINYL,20.99,In Stock
Khalid,05/31/2019 ,Free Spirit [LP] - VINYL,24.98,In Stock
Pink Floyd,11/04/2016 ,Dark Side of the Moon [LP] - VINYL,29.99,In Stock
Iron Maiden,10/27/2014 ,Piece of Mind [LP] - VINYL,20.99,In Stock
Pink Floyd,10/14/2016 ,Wish You Were Here [LP] - VINYL,29.99,In Stock
Bob Marley,07/07/2009 ,Legend [180 Gram Vinyl] [LP] - VINYL,23.99,In Stock
The Beatles,11/13/2012 ,Rubber Soul [2012 LP] [LP] - VINYL,20.99,In Stock
Metallica,11/10/2017 ,Master of Puppets [LP] - VINYL,18.99,In Stock
Frank Sinatra,06/09/2015 ,Ultimate Sinatra [180 Gram Vinyl] [LP] - VINYL,28.99,In Stock
Tool,09/17/1996 Parental Advisory,Undertow [LP] [PA],28.99,In Stock
Wu-Tang Clan,11/09/1993 Parental Advisory,Enter the Wu-Tang (36 Chambers) [LP] [PA],18.99,In Stock
Dr. Dre,05/22/2001 Parental Advisory,The Chronic [LP] [PA],22.99,In Stock
Lana Del Rey,02/21/2012 ,Born to Die [LP] - VINYL,15.99,In Stock
Kane Brown,06/30/2017 ,Kane Brown [LP] - VINYL,19.99,In Stock
Lorde,11/19/2013 ,Pure Heroine [LP] - VINYL,26.99,In Stock
Johnny Cash,03/04/2016 ,The Essential Johnny Cash [LP] - VINYL,26.99,In Stock
Pink Floyd,09/28/2018 ,The  Best of Pink Floyd: A Foot in the Door [LP] - VINYL,39.99,In Stock
Black Sabbath,02/03/2017 ,The Ultimate Collection  [LP] - VINYL,59.99,In Stock
Panic! At the Disco,02/10/2009 ,Pretty. Odd. [LP] - VINYL,18.99,In Stock
David Bowie,05/20/2016 ,Changesonebowie [Black Vinyl] [LP] - VINYL,20.99,Check Stores
Carole King,05/04/2018 ,Her Greatest Hits: Songs of Long Ago [LP] - VINYL,18.99,In Stock
Foo Fighters,11/03/2009 ,Greatest Hits [LP] - VINYL,22.99,In Stock
The Beach Boys,06/10/2016 ,Pet Sounds [50th Anniversary Stereo Edition] [LP] - VINYL,23.99,In Stock
Green Day,11/17/2017 ,Greatest Hits: God's Favorite Band [LP] - VINYL,26.99,Check Stores
Taylor Swift,12/09/2014 ,1989 [LP] - VINYL,23.99,In Stock
System of a Down,10/12/2018 ,Toxicity [LP] - VINYL,15.99,In Stock
Various Artists,07/26/2019 ,"Stranger Things: Soundtrack From the Netflix Original Series, Season 3 [LP] - VINYL",29.99,In Stock
Linkin Park,10/22/2013 ,Hybrid Theory [LP] - VINYL,20.99,In Stock
Kiss,03/29/2019 ,Kissworld: The Best of Kiss [LP] - VINYL,22.99,In Stock
Tyler Bates,09/16/2014 ,Guardians of the Galaxy: Deluxe [Original Motion Picture Soundtrack] [LP] - VINYL,23.99,In Stock
Sublime,06/24/2016 Parental Advisory,Sublime [LP] [PA],26.99,In Stock
Miles Davis,04/12/2011 ,Kind of Blue [180-Gram Vinyl] [LP] - VINYL,22.99,In Stock
John Mayer,03/06/2012 ,Where the Light Is: John Mayer Live in Los Angeles [LP] - VINYL,58.99,In Stock
Florence + the Machine,08/31/2010 ,Lungs [LP] - VINYL,16.99,In Stock
Kid Rock,02/08/2019 ,Greatest Hits: You Never Saw Coming [LP] - VINYL,29.99,In Stock
Waylon Jennings,08/23/2019 ,Greatest Hits [RCA] [LP] - VINYL,19.99,Pre-Order
Fleetwood Mac,10/12/2018 ,The Dance [LP] - VINYL,28.99,In Stock
The Beatles,11/13/2012 ,Magical Mystery Tour [Reissued] [Remastered] [180-gram Vinyl] [LP] - VINYL,22.99,In Stock
The Head and the Heart,05/17/2019 ,Living Mirage [LP] - VINYL,19.99,In Stock
Waylon Jennings,11/13/2015 ,The Ramblin' Man [LP] - VINYL,23.99,In Stock
Dirty Heads,11/24/2017 ,Swim Team [LP] - VINYL,13.99,In Stock
Men at Work,03/17/2017 ,Business as Usual [LP] - VINYL,23.99,In Stock
Tiny Moving Parts,09/13/2019 ,Breathe [LP] - VINYL,17.99,Pre-Order
Santana,11/20/2012 ,Moonflower [LP] - VINYL,29.99,In Stock
Bob Marley,09/25/2015 ,The Complete Island Recordings [LP] - VINYL,$299.99,In Stock
Kiss,09/23/2014 ,Gene Simmons [LP] - VINYL,22.99,In Stock
Dirty Heads,07/29/2014 Parental Advisory,Sound of Change [LP] [PA],17.99,In Stock
Dua Lipa,12/21/2018 ,Dua Lipa [Complete Edition] [LP] - VINYL,39.99,In Stock
Amy Winehouse,06/19/2007 Parental Advisory,Back to Black [LP] [PA],16.99,In Stock
Willie Nelson,04/28/2017 ,God's Problem Child [LP] - VINYL,18.99,In Stock
The National,05/17/2019 ,I Am Easy to Find [LP] - VINYL,58.99,In Stock
John Mayer,11/22/2005 ,John Mayer Trio Live [LP] - VINYL,23.99,In Stock
Rodney Crowell,08/16/2019 ,Texas [LP] - VINYL,17.99,Pre-Order
Bill Evans,02/22/2019 ,Stan Getz & Bill Evans [LP] - VINYL,22.99,In Stock
Willie Nelson,11/02/2018 ,Pretty Paper [LP] - VINYL,32.99,In Stock
Bobby Rush,08/16/2019 ,Sitting on Top of the Blues [LP] - VINYL,17.99,Pre-Order
The Runaways,02/24/2017 ,And Now... The Runaways [LP] - VINYL,23.99,In Stock
Johnny Cash,09/08/2017 ,I Walk the Line [LP] - VINYL,32.99,In Stock
Dillon Carmichael,10/26/2018 ,Hell on an Angel [LP] - VINYL,19.99,In Stock
John Coltrane,02/15/2019 ,Ballads [LP] - VINYL,19.99,In Stock
Willie Nelson,10/20/2017 ,"Willie Nelson and the Boys: Willie's Stash, Vol. 2 [LP] - VINYL",19.99,In Stock
Japanese Breakfast,04/01/2016 ,Psychopomp [LP] - VINYL,12.99,In Stock
AFI,10/22/2013 ,Burials [LP] - VINYL,22.99,In Stock
Kansas,07/20/2018 ,Kansas [LP] - VINYL,23.99,In Stock
Johnny Cash,09/29/2017 ,Greatest Hits [LP] - VINYL,19.99,In Stock
Stevie Ray Vaughan,01/22/2016 ,Live at Carnegie Hall [LP] - VINYL,29.99,In Stock
AC/DC,10/07/2003 ,The Razor's Edge [LP] - VINYL,17.99,In Stock
Original Game Soundtrack,01/31/2020 ,Final Fantasy VII. Remake/Final Fantasy VII  [LP] - VINYL,69.99,Pre-Order
Boy Harsher,04/27/2018 ,Yr Body Is Nothing [LP] - VINYL,19.99,In Stock
Tom Petty,07/29/2016 ,Greatest Hits [LP] - VINYL,28.99,In Stock
George Strait,11/17/2017 ,Icon: George Strait [LP] - VINYL,16.99,In Stock
Iron Maiden,11/24/2014 ,Seventh Son of a Seventh Son [LP] - VINYL,19.99,In Stock
Various Artists,06/28/2019 ,Woodstock: Back to the Garden (50th Anniversary Experience) [LP] - VINYL,$119.99,In Stock
Alan Silvestri,08/30/2019 ,Avengers: Endgame [Original Motion Picture Soundtrack] [LP] - VINYL,19.99,Pre-Order
Luke Combs,11/16/2018 ,This One's for You Too  [LP] - VINYL,27.99,In Stock
Slipknot,08/09/2019 ,We Are Not Your Kind [LP] - VINYL,29.99,In Stock
Styx,07/17/2015 ,Cornerstone [LP] - VINYL,22.99,In Stock
Bear McCreary,08/30/2019 ,GODZILLA: KING OF THE MONSTERS [LP] - VINYL,69.99,Pre-Order
Weezer,10/28/2016 ,Weezer [Green Album] [LP] - VINYL,16.99,In Stock
Thrice,08/16/2019 ,Beggars [10th Anniversary Edition]  [LP] - VINYL,29.99,Pre-Order
"Johnny ""Hammond"" Smith",10/02/2015 ,Gears [LP] - VINYL,29.99,In Stock
Two Door Cinema Club,04/26/2011 ,Tourist History [LP] - VINYL,16.99,In Stock
Lou Donaldson,08/09/2019 ,Alligator Boogaloo [LP] - VINYL,22.99,In Stock
Lauren Daigle,12/14/2018 ,Look Up Child [LP] - VINYL,23.99,In Stock
Jimi Hendrix,04/16/2016 ,Smash Hits [LP] - VINYL,15.99,In Stock
Bob Marley,08/23/2019 ,Soul Rebels [LP] - VINYL,23.99,Pre-Order
Disturbed,10/19/2018 ,Evolution [LP] - VINYL,18.99,In Stock
Ritual Howls,03/22/2019 ,Rendered Armor [LP] - VINYL,19.99,In Stock
Adele,02/22/2011 ,21 [LP] - VINYL,18.99,In Stock
Weezer,10/28/2016 ,Weezer [Blue Album] [LP] - VINYL,16.99,In Stock
Fleetwood Mac,04/16/2011 ,Rumours [35th Anniversary Edition] [LP] - VINYL,23.99,In Stock
The Beatles,12/09/2014 ,1962-1966 [LP] - VINYL,32.99,In Stock
Jimi Hendrix,03/09/2010 ,Electric Ladyland [LP] - VINYL,15.99,In Stock
Interpol,09/07/2010 ,Turn on the Bright Lights [LP] - VINYL,22.99,In Stock
The Black Keys,06/28/2019 ,Let's Rock [LP] - VINYL,19.99,In Stock
Freddie Gibbs,07/26/2019 ,Bandana [LP] - VINYL,22.99,In Stock
Travis Scott,11/16/2018 Parental Advisory,Astroworld [LP] [PA],29.99,In Stock
James Brown,10/06/2017 ,Live at the Apollo [LP] - VINYL,19.99,In Stock
Solange,07/26/2019 Parental Advisory,When I Get Home [Clear colour Vinyl] [LP] [PA],23.99,In Stock
The Beatles,11/13/2012 ,Revolver [Remastered] [LP] - VINYL,20.99,In Stock
Sublime with Rome,08/02/2019 ,Blessings [LP] - VINYL,23.99,In Stock
Queen,11/18/2016 ,Greatest Hits [2 LP] [LP] - VINYL,32.99,In Stock
"Tyler, The Creator",09/27/2019 ,IGOR [LP] - VINYL,23.99,Pre-Order
Drake,12/13/2011 Parental Advisory,Take Care [LP] [PA],23.99,In Stock
Kendrick Lamar,10/22/2012 ,"Good Kid, M.A.A.D. City [LP] [Bonus Tracks]",20.99,In Stock
Original Game Soundtrack,02/07/2020 ,Final Fantasy VII. Remake/Final Fantasy VII [Limited Edition] [LP] - VINYL,$119.99,Pre-Order
Prince,06/23/2017 ,Purple Rain [Paisley Park Remaster] [LP] - VINYL,23.99,In Stock
Mastodon,05/05/2009 ,Crack the Skye [LP] - VINYL,14.99,In Stock
Led Zeppelin,06/03/2014 ,Led Zeppelin II [Remastered] [LP] - VINYL,23.99,In Stock
Lauryn Hill,12/15/2014 ,The Miseducation of Lauryn Hill [LP] - VINYL,26.99,In Stock
Bradley Cooper,10/05/2018 Parental Advisory,A Star Is Born [2018] [Original Motion Picture Soundtrack] [LP] [PA],33.99,In Stock
Rush,03/17/2015 ,2112 [LP] - VINYL,26.99,In Stock
Billie Eilish,11/10/2017 ,dont smile at me [LP] - VINYL,19.99,In Stock
Creedence Clearwater Revival,07/01/1991 ,Chronicle: The 20 Greatest Hits [LP] - VINYL,23.99,In Stock
AC/DC,10/14/2003 ,Back in Black [LP] - VINYL,19.99,In Stock
Lynyrd Skynyrd,11/30/2018 ,Skynyrd's Innyrds: Greatest Hits [LP] - VINYL,17.99,In Stock
Elton John,04/08/2014 ,Goodbye Yellow Brick Road [LP] - VINYL,28.99,In Stock
Marvin Gaye,12/09/2008 ,What's Going On [180 Gram Vinyl] [LP] - VINYL,23.99,In Stock
Pink Floyd,08/26/2016 ,The Wall [LP] - VINYL,42.99,In Stock
Eagles,02/08/2011 ,Their Greatest Hits 1971-1975 [LP] - VINYL,23.99,In Stock
Metallica,11/02/2018 ,...And Justice for All [LP] - VINYL,23.99,In Stock
Tool,09/17/1996 Parental Advisory,Opiate [EP] [LP] [PA],.99,Check Stores
John Denver,01/18/2019 ,Greatest Hits [LP] - VINYL,18.99,In Stock
The Beatles,11/09/2018 ,The Beatles [White Album] [50th Anniversary Edition] [LP] - VINYL,42.99,In Stock
Twenty One Pilots,07/31/2015 ,Blurryface [LP] - VINYL,26.99,In Stock
Original Soundtrack,08/11/2017 ,"Guardians of the Galaxy: Awesome Mix, Vol. 2 [Deluxe Edition] [2 LP] [LP] - VINYL",26.99,In Stock
Nine Inch Nails,11/17/2017 ,The Fragile [Definitive Edition] [LP] - VINYL,39.99,In Stock
Queen,02/10/2017 ,Greatest Hits II [LP] - VINYL,32.99,In Stock
Garth Brooks,11/01/2019 ,Legacy Collection [Limited Edition Numbered] [7 180 Gram Vinyl/7 CD] [Poster] [LP] - VINYL,74.99,Pre-Order
Radiohead,10/14/2016 ,Kid A [LP] - VINYL,23.99,In Stock
NF,09/13/2019 ,The Search [LP] - VINYL,23.99,Pre-Order
Lin-Manuel Miranda,04/15/2016 Parental Advisory,Hamilton: An American Musical [Original Broadway Cast Recording] [4 LP Box Set] [LP] [PA],69.99,In Stock
Nipsey Hussle,04/20/2018 Parental Advisory,Victory Lap [LP] [PA],29.99,In Stock
Greta Van Fleet,10/19/2018 ,Anthem of the Peaceful Army [LP] - VINYL,18.99,In Stock
Steve Miller,10/27/2017 ,Ultimate Hits [LP] - VINYL,28.99,In Stock
Panic! At the Disco,04/01/2016 ,Death of a Bachelor [LP] - VINYL,18.99,In Stock
Khalid,04/14/2017 ,American Teen [LP] - VINYL,18.99,In Stock
The Beatles,11/13/2012 ,Past Masters Vol. 1 & 2 [LP] - VINYL,32.99,In Stock
Nas,01/22/2013 Parental Advisory,Illmatic [LP] [PA],22.99,In Stock
The Beatles,11/13/2012 ,Let It Be [LP] - VINYL,20.99,In Stock
The Beach Boys,03/02/2018 ,Sounds of Summer: The Very Best of the Beach Boys [LP] - VINYL,22.99,In Stock
Adele,11/20/2015 ,25 [LP] - VINYL,24.99,In Stock
TLC,10/02/2012 ,CrazySexyCool [LP] - VINYL,26.99,In Stock
Jimi Hendrix,09/08/2017 ,Experience Hendrix: The Best of Jimi Hendrix [LP] - VINYL,19.99,In Stock
The Beatles,12/15/2017 ,Sgt. Pepper's Lonely Hearts Club Band [50th Anniversary Edition] [1 LP] [LP] - VINYL,22.99,In Stock
Neil Young,12/22/2009 ,Greatest Hits [LP] - VINYL,46.99,In Stock
The Beatles,11/09/2018 ,The Beatles [White Album] [50th Anniversary Deluxe Edition] [LP] - VINYL,94.99,In Stock
Sebastián Yatra,06/07/2019 ,Fantasia [LP] - VINYL,19.99,In Stock
AC/DC,10/14/2003 ,Highway to Hell [LP] - VINYL,19.99,In Stock
Coheed and Cambria,10/21/2014 ,In Keeping Secrets of Silent Earth: 3 [LP] - VINYL,35.99,In Stock
Kendrick Lamar,07/14/2017 ,DAMN. [LP] - VINYL,29.99,In Stock
Eagles,03/08/2019 ,Hell Freezes Over [25th Anniversary Edition] [LP] - VINYL,33.99,In Stock
Ty Segall,08/02/2019 ,First Taste [LP] - VINYL,22.99,In Stock
Dirty Heads,12/07/2018 ,Any Port in a Storm [LP] - VINYL,29.99,In Stock
The Beatles,11/13/2012 ,Please Please Me [LP Remaster] [LP] - VINYL,22.99,In Stock
Cage the Elephant,10/08/2013 ,Melophobia [LP] - VINYL,14.99,In Stock
Billy Joel,08/09/2019 ,River of Dreams [LP] - VINYL,32.99,In Stock
Bernard Herrmann,08/09/2019 ,Marnie [Original Motion Picture Soundtrack] [Super Deluxe Edition] [LP] - VINYL,58.99,In Stock
Frenzal Rhomb,05/26/2017 ,Hi-Vis High Tea [LP] - VINYL,12.99,In Stock
Dirty Heads,07/15/2016 ,Dirty Heads [LP] - VINYL,17.99,In Stock
The Runaways,10/06/2017 ,Live in New York 1978 [LP] - VINYL,23.99,In Stock
Kansas,09/28/2018 ,Audio-Visions [LP] - VINYL,32.99,In Stock
Strung Out,08/09/2019 ,Songs of Armor and Devotion [LP] - VINYL,14.99,In Stock
Twenty One Pilots,10/05/2018 ,Trench [LP] - VINYL,28.99,In Stock
Radiohead,05/20/2016 ,In Rainbows [180 Gram Vinyl] [LP] - VINYL,22.99,In Stock
2Pac,05/22/2001 Parental Advisory,All Eyez on Me [LP] [PA],28.99,In Stock
A Tribe Called Quest,11/09/1993 ,Midnight Marauders [LP] - VINYL,18.99,In Stock
Foreigner,11/16/2018 ,Records [Red Vinyl] [LP] - VINYL,20.99,In Stock
Metallica,04/15/2016 ,Ride the Lightning [LP] - VINYL,18.99,In Stock
W.A.S.P.,11/27/2012 ,Inside the Electric Circus [LP] - VINYL,19.99,In Stock
Beastie Boys,10/14/2016 ,Licensed to Ill [30th Anniversary Edition] [LP] - VINYL,23.99,In Stock
Pearl Jam,11/10/2017 ,Ten [LP] - VINYL,15.99,In Stock
Guns N' Roses,06/29/2018 ,Appetite for Destruction [2018 Remaster] [LP] - VINYL,33.99,In Stock
J. Cole,03/17/2015 ,2014 Forest Hills Drive [LP] - VINYL,23.99,In Stock
R.E.M.,06/14/2019 ,In Time: The Best of R.E.M. 1988-2003 [LP] - VINYL,28.99,In Stock
Kids See Ghosts,11/02/2018 ,Kids See Ghosts [LP] - VINYL,14.99,In Stock
Nine Inch Nails,07/12/2011 ,Pretty Hate Machine [LP] - VINYL,20.99,In Stock
Gorillaz,03/17/2015 Parental Advisory,Gorillaz [LP] [PA],20.99,In Stock
Ed Sheeran,03/03/2017 ,Divide [Deluxe Version] [45RPM 180 Gram Vinyl] [Digital Download] [LP] - VINYL,29.99,In Stock
Queen,12/21/2018 ,The Game [LP] - VINYL,22.99,In Stock
Cardi B,12/07/2018 ,Invasion of Privacy [LP] - VINYL,27.99,In Stock
Phil Collins,10/12/2018 ,The Singles [LP] - VINYL,39.99,In Stock
Aerosmith,04/20/2013 ,Toys in the Attic [Remastered] [LP] - VINYL,19.99,In Stock
Soundgarden,06/03/2014 ,Superunknown [LP] - VINYL,28.99,In Stock
Bob Seger,06/02/2017 ,Greatest Hits [2LP] [LP] - VINYL,28.99,In Stock
Eagles,07/21/2017 ,"Their Greatest Hits, Vols. 1 & 2 [LP] - VINYL",37.99,In Stock
Elvis Presley,11/30/2018 ,The King in the Ring [LP] - VINYL,22.99,In Stock
2Pac,02/16/2018 Parental Advisory,Strictly 4 My N.I.G.G.A.Z. [LP] [PA],28.99,In Stock
Iron Maiden,10/14/2014 ,Number of the Beast [LP] - VINYL,20.99,In Stock
Various Artists,04/05/2019 ,Many Faces of Queen [LP] - VINYL,25.99,In Stock
David Bowie,02/26/2016 ,Rise and Fall of Ziggy Stardust and the Spiders from Mars [LP] - VINYL,20.99,In Stock
The Allman Brothers Band,09/23/2008 ,Live At Fillmore East (Ogv) - VINYL,28.99,In Stock
"Crosby, Stills & Nash",06/29/2018 ,CSN [LP] - VINYL,20.99,In Stock
-1893-- Artist:Grateful Dead,09/06/2011 ,American Beauty [180g] [LP] - VINYL,23.99,Check Stores
Bruce Springsteen,06/16/2015 ,Born to Run [LP] - VINYL,22.99,In Stock
Rush,10/01/2013 ,Vapor Trails [180 Gram Vinyl] [LP] - VINYL,28.99,Check Stores
